,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
12154,12696|David,12696,1836,m,"Anley, Charlotte.","Miriam; or, The power of truth",f,,1836,m,0
16553,11234|Owen,11234,1842,m,"Howard, Edward,","Sir Henry Morgan, the buccaneer",m,,1842,m,0
8826,228|Joseph,228,1829,m,"Cary, Virginia,","Christian parent's assistant, or, Tales, for the moral and religious instruction of youth",f,,1829,m,0
16950,13474|LordStanley,13474,1849,m,"James, G. P. R. (George Payne Rainsford),",The woodman,m,,1849,m,0
5652,8480|Philip,8480,1810,m,"Williamson, T. (Thomas)",The dominican;,u,,1810,m,0
17040,2091|Mr.Mildmay,2091,1845,m,"Marsh-Caldwell, Anne,",Louisa Mildmay,f,,1845,m,0
17355,8864|Mr.Burgh,8864,1849,m,"Percival, Margaret.","The Irish dove; or, Faults on both sides",f,,1849,m,0
202,13455|Marcus,13455,1788,m,"Berquin,",The children's friend,u,,1788,m,0
8413,3863|StNicholas,3863,1823,m,,"The Novels of Sterne, Goldsmith, Dr. Johnson, Mackenzie, Horace Walpole, and Clara Reeve",f,,1823,m,0
16102,6652|Veroni,6652,1849,m,"Soulié, Frédéric,","Pastourel: or, The sorcerer of the mountain",m,,1849,m,0
8855,593|Hubert,593,1822,m,"Miss Macauley, (Elizabeth Wright),",Tales of the drama,f,,1822,m,0
9191,5553|Mr.Gildon,5553,1825,m,"Tucker, George,",The valley of Shenandoah;,m,,1825,m,0
13020,13879|Knight,13879,1832,m,,Chantilly,f,,1832,m,0
13261,14235|Allwood,14235,1831,m,"Porter, Jane,",Sir Edward Seward's narrative of his shipwreck,f,,1831,m,0
16579,5592|Jonah,5592,1845,m,"Cooper, Thomas,",Wise saws and modern instances,m,,1845,m,0
13081,10603|LordVargrave,10603,1837,m,"Lytton, Edward Bulwer Lytton, Baron,",Ernest Maltravers,m,,1837,m,0
16537,1857|Mr.Dickens,1857,1848,m,,Scenes at Washington;,u,,1848,m,0
16145,2733|Mr.Grissoll,2733,1842,m,"Egan, Pierce,",Paul Jones,m,,1842,m,0
8664,8121|Moffat,8121,1829,m,"Hogg, James,",The shepherd's calendar,m,,1829,m,0
4578,13744|Clement,13744,1810,m,"Scott, Honoria.","Amatory tales of Spain, France, Switzerland, and the Mediterranean",f,,1810,m,0
16676,12572|HarunalRaschid,12572,1847,m,"Grimm, Albert Ludwig,",Tales from the eastern-land,m,,1847,m,0
9468,4849|Henry,4849,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
2452,6849|John,6849,1802,m,"Miss. Hatfield, S.,","She lives in hopes; or, Caroline",u,,1802,m,0
9482,6715|Mr.Grey,6715,1826,m,"Cheney, H. V. (Harriet Vaughan),",A peep at the Pilgrims in sixteen hundred thirty-six,u,,1826,m,0
1677,14778|Julian,14778,1809,m,"Meeke, Mary,",Langhton Priory,f,,1809,m,0
16397,14436|William,14436,1846,m,"Trollope, Frances Milton,",The Robertses on their travels,f,,1846,m,0
17409,9086|Mr.Barton,9086,1847,m,"Knowles, James Sheridan,",Fortescue,m,,1847,m,0
8995,1909|Mr.Granville,1909,1822,m,"Edgeworth, Maria,",Frank,f,,1822,m,0
11981,10368|Dobbin,10368,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
2655,13525|Mr.Brudenell*,13525,1802,m,"(Jane), West, Mrs.",The infidel father,f,,1802,m,0
1753,10428|Billy,10428,1809,m,"Hill, Thomas,",Marmion travestied,m,,1809,m,0
5233,8602|Wilson,8602,1810,m,,The British novelists,m,,1810,m,0
216,12768|THOMAS,12768,1797,m,"Le Sage, Alain René,",The history of Vanillo Gonzales,m,,1797,m,0
12336,9100|Pender,9100,1830,m,,The New British novelist;,u,,1830,m,0
9424,593|Richard,593,1822,m,"Miss Macauley, (Elizabeth Wright),",Tales of the drama,f,,1822,m,0
17420,13678|HerbertDavenport,13678,1846,m,"Mrs. Gore, (Catherine Grace Frances),",Peers and parvenus,f,,1846,m,0
7991,13745|Hakim,13745,1824,m,"Morier, James Justinian,",The adventures of Hajji Baba of Ispahan,m,,1824,m,0
9035,2374|Pierre,2374,1824,m,"Maturin, Charles Robert,",The Albigenses,m,,1824,m,0
4123,10471|Constance,10471,1813,m,"Mrs. West, (Jane),",The loyalists,f,,1813,m,0
2366,13500|LordBartonmere,13500,1801,m,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",m,,1801,m,0
17778,667|Philip,667,1845,m,"Mrs. Gore, (Catherine Grace Frances),",Self,f,,1845,m,0
12873,5696|Mr.Lassar,5696,1835,m,"Hale, Sarah Josepha Buell,",Traits of American life,f,,1835,m,0
1931,12836|Salerno,12836,1808,m,"St. John, Andrew.",Tales of former times,m,,1808,m,0
17183,6158|Freeland,6158,1840,m,"Goodrich, Samuel G. (Samuel Griswold),","Moral tales: or, A selection of interesting stories",m,,1840,m,0
2385,14237|Agathe,14237,1803,m,,Letters of Miss Riversdale,u,,1803,m,0
4031,13433|Mr.Hopkins,13433,1812,m,"Byron, Medora Gordon.",The Englishman,f,,1812,m,0
4117,9060|Olivares,9060,1810,m,"Porter, Anna Maria,",Don Sebastian;,f,,1810,m,0
526,14463|Mr.Hayward,14463,1795,m,"Smith, Charlotte,",Montalbert,f,,1795,m,0
13831,14732|Arthur,14732,1836,m,"Mrs. Gore, (Catherine Grace Frances),","Mrs. Armytage, or Female domination",f,,1836,m,0
4602,14450|Henry,14450,1811,m,"Holstein, Anthony Frederick, psued.","The inhabitants of Earth, or, The follies of woman",m,,1811,m,0
2145,15083|Abdallah,15083,1808,m,"Lewis, M. G. (Matthew Gregory),",Romantic tales,m,,1808,m,0
17317,13328|Temple,13328,1844,m,"Phillips, Samuel,",Caleb Stukely,m,,1844,m,0
4453,14693|Barnes,14693,1815,m,"Sir, Scott, Walter,",Guy Mannering;,m,,1815,m,0
13324,13829|Roupall,13829,1832,m,"Hall, S. C., Mrs.,",The buccaneer,f,,1832,m,0
3934,14044|Pat,14044,1818,m,"the elder, pseud. Brown, Thomas,","Brighton; or, The Steyne",m,,1818,m,0
8294,14572|HenryWynd,14572,1828,m,"Scott, Walter, Sir,",Chronicles of the Canongate,m,,1828,m,0
1735,14458|Julio,14458,1803,m,"Cuthbertson, Catherine.",Romance of the Pyrenees,f,,1803,m,0
4810,3387|Mr.Pitt,3387,1818,m,"Walpole, Horace,","Letters from the Hon. Horace Walpole, to George Montagu, esq. from the year 1736, to the year 1770",m,,1818,m,0
17817,9350|Frederic,9350,1843,m,"McIntosh, Maria J. (Maria Jane),",Conquest and self-conquest,f,,1843,m,0
9373,11925|Barton,11925,1827,m,"Berens, Edward,",Christmas stories,m,,1827,m,0
2166,8272|Davidson,8272,1804,m,"Gordon, Loudoun Harcourt.",An apology for the conduct of the Gordons;,m,,1804,m,0
2592,14300|Mr.Courtenay,14300,1801,m,"Damer, Anne Seymour Conway, Lady,",Belmour,f,,1801,m,0
13624,10364|ClaudHalcro,10364,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
13789,6735|Mark,6735,1835,m,"Bourne, John George Hamilton.","The picture, and The prosperous man",m,,1835,m,0
2299,4161|RichardOliver,4161,1804,m,"Whitfield, Henry,","A picture from life: or, The history of Emma Tankerville and Sir Henry Moreton",m,,1804,m,0
8418,6883|MrLinwood,6883,1827,m,"Opie, Amelia Alderson,",[Tales of real life,f,,1827,m,0
12173,2467|Mr.Kirk,2467,1831,m,"Bacon, Delia Salter,",Tales of the Puritans,f,,1831,m,0
12859,7847|Shakespeare,7847,1839,m,"Webbe, Cornelius.",The man about town,m,,1839,m,0
9566,7956|Mr.Moreland,7956,1829,m,"Jones, Hannah Maria,",Emily Moreland,f,,1829,m,0
2518,13827|Mr.Pawlet,13827,1801,m,"Du Bois, Edward,",Old Nick;,m,,1801,m,0
15937,13809|Dr.Whittingham,13809,1844,m,"(Catherine Grace Frances), Gore, Mrs.",The birthright and other tales,f,,1844,m,0
9773,14969|Ernest,14969,1829,m,"(Jane), Loudon, Mrs.",Stories of a bride;,f,,1829,m,0
9664,14498|Aigline,14498,1822,m,"Porter, Anna Maria,",Roche-blanche;,f,,1822,m,0
9409,14469|Sparandam,14469,1823,m,"Bennett, William,",The king of the Peak,m,,1823,m,0
11934,13677|Christopher,13677,1839,m,"Williams, Robert Folkestone",The youth of Shakspeare,m,,1839,m,0
4898,13594|Omar,13594,1818,m,"Plumptre, Anne,","Tales of wonder, of humour, and of sentiment;",f,,1818,m,0
426,4198|Mr.Watson,4198,1791,m,"Adams, John,","Elegant tales, histories, and epistles of a moral tendency;",m,,1791,m,0
13509,10171|Frampton,10171,1835,m,"Simms, William Gilmore,",The partisan,m,,1835,m,0
9231,12881|Thornton,12881,1825,m,"Maxwell, W. H. (William Hamilton),",O'Hara;,m,,1825,m,0
2514,13500|Eustace,13500,1801,m,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",m,,1801,m,0
12210,14100|Dr.Beattie,14100,1834,m,"(Caroline Lucy), Scott, Lady",Trevelyan,f,,1834,m,0
4956,3680|Jeremy,3680,1815,m,"Peacock, Lucy,",Friendly Labours,f,,1815,m,0
56,14934|Joe,14934,1784,m,"Swift, Jonathan,",The works of the Rev. Dr. Jonathan Swift,m,,1784,m,0
17364,6745|Mr.Chuckster,6745,1846,m,"Dickens, Charles,",Master Humphrey's clock,m,,1846,m,0
12740,7081|Francois,7081,1837,m,,The Library of romance;,u,,1837,m,0
2638,13780|Ross,13780,1800,m,"Croffts, Mrs.",Ankerwick Castle,f,,1800,m,0
4358,9023|Henry,9023,1815,m,"Prickett, Miss.",Warwick Castle,f,,1815,m,0
476,98|Vincent,98,1792,m,"Radcliffe, Ann Ward,",A Sicilian romance,f,,1792,m,0
2149,10059|Distel,10059,1807,m,"Kotzebue, August von,",Novellettes,m,,1807,m,0
5586,9312|Mr.Worthy,9312,1818,m,"More, Hannah,",Stories for the middle ranks of society and tales for the common people,f,,1818,m,0
16409,4306|Mr.Bingly,4306,1842,m,"Countess of, Blessington, Marguerite,",The lottery of life,f,,1842,m,0
4886,13361|AhmedAldanaf,13361,1812,m,"Weber, Henry,",Tales of the East,m,,1812,m,0
16084,2160|Mr.Bagley,2160,1849,m,"Neale, Erskine,",Experiences of a gaol chaplain;,m,,1849,m,0
2352,14458|Leopold,14458,1803,m,"Cuthbertson, Catherine.",Romance of the Pyrenees,f,,1803,m,0
5645,8486|James,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
464,12949|WillAtkins,12949,1793,m,"Defoe, Daniel,",The life and adventures of Robinson Crusoe,m,,1793,m,0
5129,14278|CountAltenberg,14278,1814,m,"Edgeworth, Maria,",Patronage,f,,1814,m,0
5819,433|Alonso,433,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
8909,13376|BogMoy,13376,1827,m,"Lady Morgan, (Sydney),",The O'Briens and the O'Flahertys;,f,,1827,m,0
171,13761|Mr.Dalby,13761,1791,m,"Reeve, Clara,",The school for widows,f,,1791,m,0
17054,579|Mr.Shuck,579,1849,m,"Jeter, Jeremiah Bell,",A memoir of Mrs. Henrietta Shuck,m,,1849,m,0
12189,9110|HansHoogland,9110,1830,m,,The New British novelist;,u,,1830,m,0
618,13766|Hector,13766,1799,m,"Robinson, Mary Darby,",The false friend,f,,1799,m,0
486,14932|lordBolingbroke,14932,1784,m,"Swift, Jonathan,",The works of the Rev. Dr. Jonathan Swift,m,,1784,m,0
16354,13603|Noah,13603,1843,m,,"Temugin; or, The Tartar chief",u,,1843,m,0
8318,11488|Rupert,11488,1829,m,"Carne, John,",Stratton hill,m,,1829,m,0
9819,11631|Parnell,11631,1823,m,"M'Henry, James,","The spectre of the forest, or Annals of the Housatonic",m,,1823,m,0
16632,14992|JohnOldcastle,14992,1841,m,"Major. Michel,","Henry of Monmouth, or, The field of Agincourt",m,,1841,m,0
13419,3176|Walter,3176,1837,m,"Chamier, Frederick,",The Arethusa,m,,1837,m,0
8032,9751|James,9751,1820,m,"Bage, Robert,",Man as he is not,m,,1820,m,0
5806,13457|Francis,13457,1815,m,"Parker, Emma,",The guerrilla chief,f,,1815,m,0
8527,14611|Mr.Will,14611,1823,m,,Isabella,f,,1823,m,0
8461,4827|Norman,4827,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
8340,4853|ArchibalddeHagenbach,4853,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
4691,14032|CharlesHayter,14032,1818,m,"Austen, Jane,",Northanger Abbey,f,,1818,m,0
9030,13053|Mr.Burton,13053,1825,m,,"English life, or Manners at home",u,,1825,m,0
164,4290|Carr,4290,1789,m,"Moore, John,",Zeluco,m,,1789,m,0
4939,2838|Mr.Simpson,2838,1818,m,,Rachel,u,,1818,m,0
7921,10575|Mr.R,10575,1828,m,,The rector of Overton,u,,1828,m,0
763,1024|Mr.Dudley,1024,1797,m,"West,",A gossip's story,f,,1797,m,0
12044,10257|Dr.Percy,10257,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
4385,4398|Ward,4398,1815,m,"Sandham, Elizabeth.",The adopted daughter,f,,1815,m,0
5913,13833|Norman,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
4654,6471|Leon,6471,1817,m,"comtesse de, Genlis, Stéphanie Félicité,",Placide,f,,1817,m,0
9233,4827|DeBracy,4827,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
17144,6316|Keeling,6316,1842,m,"James, G. P. R. (George Payne Rainsford),","Novels and romances, viz",m,,1842,m,0
1840,13525|LordLewfon,13525,1802,m,"(Jane), West, Mrs.",The infidel father,f,,1802,m,0
12951,3223|Mr.Sarjeant,3223,1835,m,"Chorley, Henry Fothergill,",Conti the discarded,m,,1835,m,0
12786,5493|Hector,5493,1837,m,"Maxwell, W. H. (William Hamilton),",The bivouac =,m,,1837,m,0
4682,1470|Evan,1470,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
13554,9473|Webber,9473,1838,m,"Simms, William Gilmore,","Richard Hurdis, or, The avenger of blood",m,,1838,m,0
16999,2234|LordNevyl,2234,1846,m,"baroness Calabrella, E. C. de",Evenings at Haddon Hall,f,,1846,m,0
753,6687|Gordon,6687,1794,m,"Bennett,","Ellen, Countess of Castle Howel",u,,1794,m,0
5858,13281|LordDeMoreland,13281,1813,m,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",f,,1813,m,0
12024,5713|James,5713,1835,m,"Ames, N. (Nathaniel),",An old sailor's yarns,m,,1835,m,0
12637,9457|Rosni,9457,1837,m,"Ainsworth, William Harrison,",Crichton,m,,1837,m,0
9643,13669|Zachary,13669,1825,m,"Cumberland, Richard,",Henry,m,,1825,m,0
2108,13592|Thomas,13592,1802,m,"Cullen, Margaret.",Home,f,,1802,m,0
16677,1272|Cromwell,1272,1841,m,"Pickering, Ellen,",The secret foe,f,,1841,m,0
5903,2401|LordShirley,2401,1816,m,"Opie, Amelia Alderson,",Valentine's eve,f,,1816,m,0
4986,434|Butler,434,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
16832,9807|John,9807,1846,m,,"The round preacher, or, Reminiscences of Methodist circuit life",u,,1846,m,0
8707,11488|Waller,11488,1829,m,"Carne, John,",Stratton hill,m,,1829,m,0
8350,8121|Leddy,8121,1829,m,"Hogg, James,",The shepherd's calendar,m,,1829,m,0
12745,11146|RoseCroft,11146,1839,m,"Kennedy, John Pendleton,",Rob of the bowl,m,,1839,m,0
12910,3635|CharlesManners,3635,1835,m,"James, G. P. R. (George Payne Rainsford),",The gipsy;,m,,1835,m,0
16765,7545|Louis,7545,1843,m,"Lever, Charles James,",Tom Burke of  Ours,m,,1843,m,0
5409,7046|Christopher,7046,1818,m,"Hatton, Ann Julia (Kemble)","Secrets in every mansion, or, The surgeon's memorandum-book",f,,1818,m,0
9853,10466|Frank,10466,1822,m,"Edgeworth, Maria,",Frank,f,,1822,m,0
16366,4362|JohnVincent,4362,1845,m,"Tupper, Martin Farquhar,",The twins: a domestic novel,m,,1845,m,0
12836,7209|O'Reardon,7209,1838,m,"Hall, S. C., Mrs.,",Lights and shadows of Irish life,f,,1838,m,0
13508,9102|Dan,9102,1830,m,,The New British novelist;,u,,1830,m,0
2596,14830|Jaffier,14830,1807,m,"Ormsby, Anne.",The soldier's family,f,,1807,m,0
7966,8969|Hugh,8969,1829,m,"(Catherine Grace Frances), Gore, Mrs.",Romances of real life,f,,1829,m,0
16287,1507|lordB.,1507,1840,m,"Marryat, Frederick,",The complete works of Captain F. Marryatt,m,,1840,m,0
16723,13643|Bill,13643,1844,m,"Whitehead, Charles,",Richard Savage,m,,1844,m,0
17114,14575|MadamedeRostanges,14575,1841,m,"Mrs. Gore, (Catherine Grace Frances),","Greville, or, A Season in Paris",f,,1841,m,0
293,14796|Mark,14796,1795,m,"Radcliffe, Ann Ward,",The mysteries of Udolpho,f,,1795,m,0
9767,11598|Robert,11598,1827,m,"Rede, William Leman,","The wedded wanderer; or, The soldier's fate",m,,1827,m,0
2418,14264|Mr.Dalling,14264,1804,m,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",f,,1804,m,0
3960,4973|RoryBean,4973,1818,m,"Sir, Scott, Walter,",Tales of my landlord,m,,1818,m,0
472,13705|Mr.Cringer,13705,1796,m,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D",m,,1796,m,0
8521,12881|M'Cullogh,12881,1825,m,"Maxwell, W. H. (William Hamilton),",O'Hara;,m,,1825,m,0
4689,13192|LordArthur,13192,1816,m,,Lavinia Fitz-Aubyn,u,,1816,m,0
412,13539|MadamedeGange,13539,1787,m,"Smith, Charlotte,",The romance of real life,f,,1787,m,0
4333,13192|bush,13192,1816,m,,Lavinia Fitz-Aubyn,u,,1816,m,0
2480,14778|Ashton,14778,1809,m,"Meeke, Mary,",Langhton Priory,f,,1809,m,0
1802,2485|Caesar,2485,1809,m,"Day, Thomas,",The history of Sandford and Merton,m,,1809,m,0
5629,9023|LordCarloraine*,9023,1815,m,"Prickett, Miss.",Warwick Castle,f,,1815,m,0
17042,13199|Richard,13199,1848,m,"Ponsonby, Emily,",The discipline of life,f,,1848,m,0
8781,12568|Ambrose,12568,1827,m,"Brown, Charles Brockden,",Edgar Huntly,m,,1827,m,0
2188,13562|Lacroix,13562,1809,m,"Peregrine, Peter.",Matilda Montfort,m,,1809,m,0
17635,10707|Mr.Woodfield,10707,1841,m,"Prest, Thomas Peckett.",Angelina;,m,,1841,m,0
7997,13949|Mr.Colville,13949,1827,m,"Kennedy, Grace,",The works of Grace Kennedy,f,,1827,m,0
5636,13959|LordAlfreton,13959,1819,m,"Baron, Brougham and Vaux, Henry Brougham,",Forman,u,,1819,m,0
16527,8354|MademoiselledeSt.Morin,8354,1840,m,"James, G. P. R., George Payne Rainsford.",The ancient regime;,m,,1840,m,0
2436,13827|Lindley,13827,1801,m,"Du Bois, Edward,",Old Nick;,m,,1801,m,0
12384,6604|Frederick,6604,1830,m,"Sedgwick, Susan Anne Livingston Ridley,",The children's week,f,,1830,m,0
16237,14770|Esteban,14770,1843,m,"Mackenzie, R. Shelton (Robert Shelton),",Titian,m,,1843,m,0
8832,4902|Richard,4902,1823,m,,The British essayists;,m,,1823,m,0
530,14351|DonLewis,14351,1797,m,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane,m,,1797,m,0
12520,10381|NielBlane,10381,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
2013,13725|Dick,13725,1803,m,"Lyttleton, M.","Peregrine, or, The fool of fortune",u,,1803,m,0
13563,9611|Ralph,9611,1836,m,"Howard, Edward,","Rattlin, the reefer",m,,1836,m,0
8973,12278|Ramsay,12278,1822,m,"Scott, Walter, Sir,",The fortunes of Nigel,m,,1822,m,0
9496,4725|Antony,4725,1824,m,"Swift, Jonathan,","The novels of Swift, Bage, and Cumberland",m,,1824,m,0
17723,7073|MonsieurdeVillardin,7073,1844,m,"James, G. P. R. (George Payne Rainsford),","The works of G.P.R. James, esq",m,,1844,m,0
17104,649|Marley,649,1846,m,"Dickens, Charles,",A Christmas carol in prose;,m,,1846,m,0
8231,9195|MrRossmore,9195,1827,m,,Tales of the fireside,f,,1827,m,0
9261,12613|Mr.Kinloch,12613,1827,m,"Jones, Hannah Maria,","The strangers of the glen; or, The travellers benighted",f,,1827,m,0
12472,14356|Mr.Macleod,14356,1830,m,"Hook, Theodore Edward,",Maxwell,m,,1830,m,0
4415,3384|MonsieurOrmond,3384,1817,m,"Edgeworth, Maria,","Harrington, a tale; and Ormond, a tale",f,,1817,m,0
275,3655|Mr.Lofty,3655,1796,m,"Wollstonecraft, Mary,",Original stories from real life;,f,,1796,m,0
4856,14338|LordNewberry,14338,1814,m,"(Margaret Wade), Roberts, Mrs.",Duty,f,,1814,m,0
5510,8542|Merlin,8542,1810,m,"English, John, psued.?","The grey friar, and the black spirit of the Wye",m,,1810,m,0
17239,468|Murray,468,1846,m,"Bell, Henry Glassford,",Life of Mary queen of Scots,m,,1846,m,0
17434,6499|Mr.Lawrence,6499,1849,m,"Hall, Thomas,","The lord of the manor, or, Lights and shades of country life",m,,1849,m,0
2524,13626|Mr.Cameron,13626,1801,m,"Meeke, Mary,",Which is the man?,f,,1801,m,0
5809,8602|Mr.Pickle,8602,1810,m,,The British novelists,m,,1810,m,0
13274,12385|Francois,12385,1839,m,,"Quebec and New York; or, the three beauties",u,,1839,m,0
4515,14459|Mr.Bland,14459,1817,m,"Cuthbertson, Catherine.",Rosabella,f,,1817,m,0
1876,3288|Mr.Carlton,3288,1809,m,"More, Hannah,",Cœlebs in search of a wife,f,,1809,m,0
7942,188|Mr.Nairne,188,1829,m,,William Montgomery,u,,1829,m,0
8762,13053|Mr.EdwardMalone,13053,1825,m,,"English life, or Manners at home",u,,1825,m,0
12596,13969|Mr.Hollins,13969,1832,m,"Martineau, Harriet,",Illustrations of political economy,f,,1832,m,0
13382,14633|VanRiesbeck,14633,1834,m,,"Makanna, or, The land of the savage",u,,1834,m,0
12645,13320|Edward*,13320,1837,m,"Morier, James Justinian,",Abel Allnutt,m,,1837,m,0
17006,14957|George,14957,1844,m,"Gordon, Mrs.",The fortunes of the Falconars,f,,1844,m,0
4427,9999|Mr.Carlton,9999,1810,m,"More, Hannah,",Cœlebs in search of a wife,f,,1810,m,0
9174,14809|Reynard,14809,1826,m,"Roscoe, Thomas,",The German novelists,m,,1826,m,0
218,13512|Martin,13512,1798,m,"Cumberland, Richard,",Henry,m,,1798,m,0
5169,1476|Wilson,1476,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
2059,14856|Mr.Grosvenor,14856,1808,m,,Sketches of character,u,,1808,m,0
17643,15017|Henry,15017,1844,m,"(George Payne Rainsford), James, G. P. R.",Agincourt,m,,1844,m,0
17030,3768|Matthew,3768,1841,m,"Mitford, Mary Russell,",The works of Mary Russell Mitford,f,,1841,m,0
5271,13266|Mr.St.Aubyn,13266,1812,m,"Opie, Amelia Alderson,",Temper,f,,1812,m,0
9491,4836|Bunce,4836,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
17679,8436|Magrath,8436,1845,m,"Charlotte Elizabeth,",The works of Charlotte Elizabeth,f,,1845,m,0
459,12106|Abdalla,12106,1782,m,"Johnson, R.",The Lilliputian library,m,,1782,m,0
17260,3477|Bouquin,3477,1844,m,"Sue, Eugène,",The Salamander,m,,1844,m,0
2579,13182|Zanotti,13182,1804,m,"Neri, Mary Anne.",The eve of San-Pietro,u,,1804,m,0
4207,434|Grenville,434,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
1769,14820|Mr.Munro,14820,1807,m,"Roche, Regina Maria,",The discarded son;,f,,1807,m,0
17057,7518|Gordon,7518,1848,m,"Lever, Charles James,","Diary and notes of Horace Templeton, esq",m,,1848,m,0
4104,435|Jonathan,435,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
13433,2680|Herbert,2680,1839,m,,Concealment,u,,1839,m,0
17268,4362|Thomas,4362,1845,m,"Tupper, Martin Farquhar,",The twins: a domestic novel,m,,1845,m,0
2443,216|Mendoza,216,1803,m,"Montjoye,",D'Aveyro;,u,,1803,m,0
8667,13357|Henry,13357,1825,m,"Harding, Anne Raikes,",Realities,f,,1825,m,0
8806,15074|LordAppleby,15074,1828,m,"Lister, T. H. $q (Thomas Henry),",Herbert Lacy,m,,1828,m,0
4557,13833|Mansel,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
12211,14584|Mr.Lore,14584,1832,m,"Galt, John,",Stanley Buxton;,m,,1832,m,0
5075,4432|Jasper,4432,1818,m,"Hogg, James,",The brownie of Bodsbeck;,m,,1818,m,0
17460,474|Mr.Shenkin,474,1849,m,"Beale, Anne.",Traits and stories of the Welsh peasantry,f,,1849,m,0
13495,13969|Murdoch,13969,1832,m,"Martineau, Harriet,",Illustrations of political economy,f,,1832,m,0
8692,13624|Schwartz,13624,1824,m,"Hook, James,",Percy Mallory,m,,1824,m,0
12100,10248|Murray,10248,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
5032,14211|LordDunmore,14211,1819,m,"Harding, Anne Raikes,",Decision,f,,1819,m,0
8831,4837|Lowestoffe,4837,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
9086,9467|Richard,9467,1829,m,"Heseltine, William.",The last of the Plantagenets,m,,1829,m,0
9061,7612|Williamson,7612,1828,m,"Thayer, Caroline Matilda,",The gamesters,u,,1828,m,0
12459,10377|Jock,10377,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
12602,5660|Giac,5660,1832,m,,"The ladies cabinet of fashion, music and romance",u,,1832,m,0
15970,7732|Clapham,7732,1849,m,"Thackeray, William Makepeace,",The history of pendennis,m,,1849,m,0
5620,3680|James,3680,1815,m,"Peacock, Lucy,",Friendly Labours,f,,1815,m,0
549,6150|Arthur,6150,1780,m,anon6150,An entire new collection of romances and novels,u,,1780,m,0
140,13731|John,13731,1798,m,"Murray, Judith Sargent,",The gleaner,f,,1798,m,0
17617,13716|Tomlinson,13716,1840,m,"Baron, Lytton, Edward Bulwer Lytton,",Bulwer's novels,m,,1840,m,0
9340,13690|Humphry,13690,1824,m,"Smollett, T. (Tobias),","The miscellaneous works of Tobias Smollett, M.D",m,,1824,m,0
2080,2609|Bridoon,2609,1809,m,"Byron, Medora Gordon.",Celia in search of a husband,f,,1809,m,0
16189,14485|John,14485,1841,m,"Sinclair, Catherine,",Modern flirtations,f,,1841,m,0
4797,9060|Lemos,9060,1810,m,"Porter, Anna Maria,",Don Sebastian;,f,,1810,m,0
2203,505|Saville,505,1803,m,"Reeve, Clara,",The two mentors,f,,1803,m,0
16052,12611|J.B.LETTER,12611,1848,m,"Edgeworth, Maria,",Tales and novels,f,,1848,m,0
13777,3507|Jonathan,3507,1839,m,"Throttle, Obediah.",Jack Shepperd,u,,1839,m,0
1795,14830|LordMorven,14830,1807,m,"Ormsby, Anne.",The soldier's family,f,,1807,m,0
4911,13274|Sebastiano,13274,1811,m,"Rhodes, Henrietta.",Rosalie,f,,1811,m,0
13873,1285|Charles,1285,1837,m,"Kock, Paul de,",The good fellow,m,,1837,m,0
13089,295|Dr.Grant,295,1833,m,"Austen, Jane,",Mansfield Park,f,,1833,m,0
13040,13201|Peters,13201,1830,m,"Porter, Anna Maria,",The barony,f,,1830,m,0
